,Unnamed: 0,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,clean
0,144188.0,093dd8176957a379,i am not blocked i just got another warning why are you such a dick dogblue,1.0,0.0,1.0,0.0,1,0.0,0.0
1,113832.0,60bbc7396f00a122,hey renata3 have you ever sucked a black cock in new york,1.0,0.0,1.0,0.0,1,0.0,0.0
2,113660.0,5fca39695759b1eb,han fuck you then fuck you,1.0,1.0,1.0,0.0,1,0.0,0.0
3,756.0,0207005a6576eafc,here an idea go fuck yourself cumshitter,1.0,1.0,1.0,0.0,1,0.0,0.0
4,5675.0,0f2c4429e873c940,wtf ur a asshole no advertising pls bot,1.0,0.0,1.0,0.0,1,0.0,0.0
5,53501.0,8f0d5265250dd655,fucking ape are you calling my mother an ape i ll park my wheel chair up your ass bitch,1.0,0.0,1.0,0.0,1,0.0,0.0
6,102296.0,236862ea0ac7b5a2,my opinion you my fine sir are an idiot should you agree meet me in the park at noon for a duel,1.0,0.0,1.0,0.0,1,0.0,0.0
7,84655.0,e28085c7ad201b84,i am angry at you billj you got people blocked for as long as you live i asked you to stop deleting my edits or i will block you for all eons you asshole wikipedia is not censored so stop removing my fucking messages or i will beat you up silly,1.0,0.0,1.0,1.0,1,0.0,0.0
8,49214.0,838d488c91ee24ff,oh why dear johnny boy part one again do you want a fucking fight what the shit is your problem ooh he personally attacking me grow up,1.0,0.0,1.0,0.0,1,0.0,0.0
9,117511.0,73d8aac189cd5af2,go away noone missed you while you were gone you horrid piece of shit now piss off and don t fucking ever come back,1.0,0.0,1.0,0.0,1,0.0,0.0
10,122469.0,8f210d327ea72431,arsehole fucking bastard you son of a bitch asshole motherfucker go fuck ur mothers cunt trade ur wife sister,1.0,1.0,1.0,0.0,1,0.0,0.0
