,Unnamed: 0,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,clean
0,72951.0,c32f955966ce7113,fuck you how about you fuck off you fucking gay cunt and stop fiddling with animals its just plain wrong,1.0,1.0,1,0.0,0.0,0.0,0.0
1,37601.0,646fd5967ab2c55d,what the fuck who deleted the spider loc and hot rod sections fucking wikipedia stupid ass ignorant people can we get it back,1.0,0.0,1,0.0,1.0,0.0,0.0
2,82716.0,dd3b76b17fde1419,waiting for drag qeen tony to ban leather queen mark ts is a whore who needs to send money to jimbo daugher,1.0,0.0,1,0.0,1.0,0.0,0.0
3,87416.0,e9e3b04464e1d3c3,stop sucking a dong enough has been said,1.0,0.0,1,0.0,0.0,0.0,0.0
4,157123.0,d8f957c65b083dc6,you are a cunting cunt,1.0,0.0,1,0.0,1.0,0.0,0.0
5,36925.0,629e62f2b60b5860,go fu ck your de ad mum and lick her corpse you dirty little w hore get a life you pathetic excuse of a human being,1.0,1.0,1,0.0,1.0,0.0,0.0
6,58539.0,9cbfb575f45d319e,legolas2186 is a fag,1.0,0.0,1,0.0,1.0,0.0,0.0
7,125797.0,a0f196d7827de578,so you re going to hold it in your anus ok bite me asshole681725221,1.0,0.0,1,0.0,1.0,0.0,0.0
8,131012.0,bd06dfd235a96e0a,excuse me no fuck you,1.0,0.0,1,0.0,1.0,0.0,0.0
9,57875.0,9aef4e82d5c85fc3,fuck u gogo dogo and cluebot,1.0,1.0,1,0.0,1.0,0.0,0.0
10,24724.0,4158f0f914760b1f,trouted you have been trouted for your reason here ass hole,1.0,0.0,1,0.0,1.0,0.0,0.0
11,134786.0,d0e98ca6203c2368,i always find it hard to know what to do in cases like this basically it looks like he is acting like a bit of a dick but it difficult to say that there is anything you can do at this stage until the stalking gets worse talk,0.0,0.0,1,0.0,0.0,0.0,1.0
12,133467.0,ca0689aac86f8cc1,what a lying bitch look at this shyt http wwwbreitbartcom big government    exclusive video shows elizabeth warren telling tall tale of composite grandmother http wwwbreitbartcom big government    exclusive eloped elizabeth warren parents married in religious ceremony this is a twofer irrefutable proof that she a liar andit comes from breitbart which may piss off the liberals that control wikipedia even more than the slowly dawning realization that their candidate is melting down before their very eyes in the flames of her own prevarications first martha kookleynow poccadishonest is scott brown blessed or what bahaha,1.0,0.0,1,0.0,1.0,0.0,0.0
13,52233.0,8bc5f491a18d70b7,on your face and in your ass,1.0,0.0,1,0.0,0.0,0.0,0.0
14,157242.0,daeb58b99a8c3dd5,re warning >>stop hand nuvolasvg this is the last warning you will receive for your disruptive comments if you continue to make personal attacks on other people as you did at user talk cartick you will be blocked for disruption comment on content not on other contributors or people –spacemanspiff ans fuck you glorified clerk admin go ahead block me how long do you think before i can edit with a proxy server but i wo not because i could not be bothered with either your content or with a weak dravidian contributor like you enjoy editing on tamil and tamils,0.0,0.0,1,0.0,1.0,0.0,1.0
15,149754.0,60e6757994b37ebc,am a huge ass and lameo,1.0,0.0,1,0.0,1.0,0.0,0.0
