,Unnamed: 0,id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate,clean
0,118812.0,7af3e94abd94f801,niggers we need more information in this section regarding the widespread usage of the jew harp by nigger slaves in the antebellum south,1.0,0.0,1.0,0.0,0.0,1,0.0
1,87784.0,eace0d42e24d0e7c,blow it out your ass and as for you why are you always defending that punk i know that you nominated him for rfa so you are either an ignorant fool or his homosexual boyfriend fuck you,1.0,0.0,1.0,0.0,1.0,1,0.0
2,103999.0,2c69635cb9a2e01a,all russian are so dumm like you i mean you re the best of them so much to call russia a nationmore like rabbits,1.0,0.0,0.0,0.0,1.0,1,0.0
3,45404.0,7968051b27555373,secular humanism islam best friend i know you guys want to bow before your islamic masters but you need to calm down allah is with atheists and perhaps the muslims will hang you last if you support their want of khalifah death to atheism,1.0,0.0,0.0,0.0,0.0,1,0.0
4,86527.0,e77067e7737e5f53,fuck off you anti bulgarian turkic whores а на тебе джингибинги да ти еба путката майна лайно нещастно,1.0,1.0,1.0,0.0,1.0,1,0.0
5,124316.0,9903cd41f8b37abb,redirect talk bolivian chinchilla rat,0.0,0.0,0.0,0.0,1.0,1,1.0
6,130437.0,b9c3f744bfea4d0a,mr rajchut donot bring chamars in saini discussion donot degrade any caste all indians are f by mohammedens there used to be a time whe muslims used to spit into hindus mouth after chewing paan muslims also used to sleep with rajput women now do not start crying,0.0,0.0,1.0,0.0,1.0,1,1.0
7,135965.0,d73ea74a74274e3e,u r a fuckin muslim arent u,1.0,0.0,1.0,0.0,1.0,1,0.0
8,28909.0,4c96ff2e280bda88,hey gay wad with no life,1.0,0.0,0.0,0.0,0.0,1,0.0
9,108045.0,41867c938c372551,hi i am a two time entrient to this website i think the guy who blocked cookiesandboobs is gay yeah u heard me the fool is a total ass wipe he can go fuck himself u litlle bitch u,1.0,0.0,1.0,0.0,1.0,1,0.0
10,20570.0,36484faf8d25aaa2,fuck you ckatz you are german cock sucker and fucker mother fucker,1.0,0.0,1.0,0.0,1.0,1,0.0
11,39344.0,68f3436a95bed8ad,fuck you your a fag,1.0,1.0,1.0,0.0,1.0,1,0.0
12,3697.0,09e42c1742c9a50c,but ew he was a fαg which is against nature and is the most disgusting thing youre not a woman are you sexism is wrong being wrong is for women,1.0,0.0,1.0,0.0,0.0,1,0.0
13,82067.0,db8b540c603eca20,september  utc listen here bitch lets get one thing straight the day i take orders from some chick in the bedroom is the day hell freezes over i will fuck you like i fuck every chick im with hard and rythmic for about  minutes oh and if some stupid dumbass bitch ever came on me i would strangle her to death,1.0,0.0,1.0,1.0,1.0,1,0.0
14,155336.0,bc5277c9a567c062,fucking nigger shut up your dirty nigga face a im a mighty white aryan lord and you are my slave only odin is over me,1.0,1.0,1.0,0.0,1.0,1,0.0
15,78303.0,d18ba6301d96e33c,bitch ass nigger why did you edit my article you added referances and i never gave you permissian to touch it fucking bitch,1.0,1.0,1.0,0.0,1.0,1,0.0
16,143260.0,fe1c3937ba3ec332,hi if you know clown will kill me guy then tell him that he is stupid ugly fat gay his mother a whore he smells like shit he an asshole a bastard and his little name just might be the gayest fucking thing i have ever heard hey and you are a faggot as well so do not ever send me a message while i am editing pages again or i will rape your mother and kill you,1.0,0.0,1.0,1.0,1.0,1,0.0
17,36321.0,6107ddb893988866,the conclusion is obvious when you do not like what someone says because it true do what the nazis did and silence that person how jewish of you,1.0,0.0,0.0,0.0,0.0,1,0.0
18,117531.0,73f283c3ac033113,hey faggot you suck my huge dong,1.0,1.0,1.0,0.0,1.0,1,0.0
19,98166.0,0d0f253caa060539,america sucks thanks for restricting freedom of speech you dirty red the us marines who fought for your country would be rolling in their graves you make me sick i was simply making the page britain is better than america to list valid and clearly logical points i am disheartened to see that wikipedia supports restricting freedom of speech and is going against its beliefs of all the information to everyone your country has been compared to the country of germany when hitler rose to power your country is filled with the scum of the earth i was told to make that page on the differences in british and american english talk page doing so was not vandalism you are a commie pig iraq anyone,1.0,0.0,1.0,0.0,1.0,1,0.0
20,127494.0,a9df5f43821cb576,i am the bigot you are a pathetic racist afrocentrist who is intentionally lying about history to make up for the complete objective lack of black achievement in comparison to other races no one else feels the need to lie and manipulate history like afrocentrists,1.0,0.0,0.0,0.0,1.0,1,0.0
21,95948.0,01425615c007163a,bullzeye is a faggot i am merely pointing out the obvious,1.0,0.0,1.0,0.0,1.0,1,0.0
22,12534.0,2134e802dccc7101,trolling facebook has been reported and is regullary trolled by josh ware of nevada this is because josh ware is a waste of life and a faggot who fucks his dad and ca not figure anything else to do in his own existence then to perform these two hobbies continuously watch out for that guy he digustingly and sickeningly gay,1.0,1.0,1.0,0.0,1.0,1,0.0
23,121467.0,89ea9d9723b48f2e,always complaining you know niggers are always finding something to complain and protest about and that is truly a shame this world would be so much nicer without complaining violent protesting niggers perhaps it time to ship these mudhuttians back to where it is they came from,1.0,0.0,1.0,0.0,1.0,1,0.0
24,132020.0,c281fcf4a8504e9e,yes yes personnal attacks reacting to homophobic attacks i am fairly proud about my behavior despite i am blocked lestrade is a genuine silly homophobe it a fact,1.0,0.0,0.0,0.0,0.0,1,0.0
25,80056.0,d6331c8f7f8a6863,to the fact that i thought u were a female all along proves that u are female in a man body which makes you a transgender now i noticed that u are having your transgender talk all over here good for you its already tough enough being a transgender cyphoidbomb your last sentence is as a man i want his testicles revoked you should tell as a transgender i want his testicles revoked i know you want my testicles because u wanna attach it to your body since u do not have it have fun doing the shittest job in the world editing wiki loosers now cry all over again comment signed by jackthomas,1.0,0.0,0.0,0.0,1.0,1,0.0
26,138026.0,e2a35ba86bacfac8,a beating hello shovon i see you ve taken quite a beating dealing with some trolls regarding the kashmir issue as a piece of advice just do not entertain feed trolls because this only increases our pressure who cares let them call us hindu facist or faggot or whatever because that only reflects on the person making those remarks and needless to say their country such actions speak a thousand words and it foolhardy for us to waste our time and energy feeding such trolls i avoided naming this section kashmir fearing you would not give a damn have a cookie in the mean time take care  ☎,0.0,0.0,1.0,0.0,0.0,1,1.0
27,138130.0,e3290a2b6336dbf9,bkbkbkbk im sooo sorry for sayin those naughty words to you i just have one more thing to say fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger o yea did i mention fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wiggerfuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger fuckk you asswhole bitch nigger cunt pussy ass dickface dipshit douchebag slut whore shitty wigger college point muthafcker,1.0,1.0,1.0,0.0,1.0,1,0.0
28,76581.0,cd0a09eae760061b,gay fucking faggot who has no life and no job and spends his whole shitty fucking life on wikipedia feeling powerful because he can ban and block peoples ips hes a basement dwelling cunt not that i am suprised however if i had a face like that i would stay indoors too,1.0,1.0,1.0,0.0,1.0,1,0.0
29,137811.0,e1709f7eb200e3ba,they are retarded niggers,1.0,1.0,1.0,0.0,1.0,1,0.0
30,144399.0,0c5a912e6830c660,you piece of shit fucking block me then pussy go ahead i do not give a care if you are that of a fucking girly bitch fuck you boing said zebedee what the fuck kind of user is that fucking mindless block addict retard,1.0,1.0,1.0,0.0,1.0,1,0.0
31,45520.0,79c172b34ded866e,negroid hey nigger lover why did you revert my contribution to the article negroid i have restored it lay off the nigger cock you faggot thanks6811820249,1.0,1.0,1.0,0.0,1.0,1,0.0
32,133336.0,c9552f87c05d3505,oh mytouch not gods anointedhey the only thing haggard was anointed with was baby oil by a homosexual prostitutehe was anointed alright but not gods anointed anyhow gods anointed is the hebrew word messiah a king of israel or jesus himself i dont think haggard or any other tv preacher meets that qualification,1.0,0.0,0.0,0.0,0.0,1,0.0
33,1862.0,050ab8da16e75307,once again i am so glad that wikipedia is not biased or filled with retarded children,1.0,0.0,0.0,0.0,1.0,1,0.0
34,107071.0,3c7ba2df23ae9767,umm what was the delete for u fuckin nigger monkey,1.0,0.0,1.0,0.0,1.0,1,0.0
35,37834.0,64ff6e995451d888,fuck off and mind your own business homo,1.0,0.0,1.0,0.0,1.0,1,0.0
36,147546.0,3e0107e79a4e8f85,snoop dogg offical member snoop dogg is considered an offical member amoung us niggaz you white folkz jsut go by tha script but no one reps wit nwa unless they a goddamn member n thats tha rule,1.0,0.0,1.0,0.0,1.0,1,0.0
37,105630.0,352d61ff5209fcb5,nice try i just asked why the word terrorist was removed because according to wakopedia a terrorist is terrorism is the systematic use of terror especially as a means of coercion1 there is no internationally agreed definition of terrorism23 most common definitions of terrorism include only those acts which are intended to create fear terror are perpetrated for an ideological goal as opposed to a lone attack and deliberately target or disregard the safety of non combatants nice try but this site is owned by left wing socialists who love gays & hate christians just look at their article on jesus if you want a good laugh or cry soon you will get the dreaded i will ban you if you continue to tell the truth wakopedia is only for gays & their lies we don t want normal moral folks here warning7531209136,1.0,0.0,0.0,0.0,0.0,1,0.0
38,60535.0,a20c40c84c1bb19d,are you as gay as danski if you are i will continue to attack you and your beliefs,1.0,0.0,0.0,0.0,1.0,1,0.0
39,123354.0,93cc15a27bcb0c7a,typical communist censorship wikipedia should not let tranny psychopaths control their articles these people should be locked away in a nut house this is why wikipedia is a joke and can never be trusted it is extremely silly for wikipedia to label a male transvestite as a she it is impossible to change one sex you idiotic communist pieces of shit science trumps your bizarre fundamentalist socialist religion stop enabling people who suffer from gender identity disorder it is harmful to their health i fully expect to be maligned as transphobic or some other such nonsense for speaking the truth because that is a common tactic you people use to silence your critics,1.0,0.0,1.0,0.0,1.0,1,0.0
40,218.0,008e0818dde894fb,kill all niggers i have hard that others have said this should this be included that racists sometimes say these,1.0,0.0,1.0,0.0,1.0,1,0.0
41,84431.0,e1cd54e4dbf5fceb,shit cunt fuck nigger chink,1.0,1.0,1.0,0.0,1.0,1,0.0
42,59846.0,a03d44548758ca06,ur the biggest gay hello from face punched,1.0,0.0,0.0,0.0,1.0,1,0.0
43,10558.0,1bda6556be53dc55,oi ya fag stop deleting me post ya gay boi,1.0,0.0,1.0,0.0,1.0,1,0.0
44,128576.0,afa81a96cb59fea1,why do not you go back to turkey if it is so fantastic you are a mongol and racist people who have murdered more people than the germans and japanese combined it was a good day getting to see your talks suspended man how nasty to be a turk and a lawyer hah,1.0,0.0,0.0,0.0,1.0,1,0.0
45,34278.0,5b80d764fd7c48f1,nliggers got what they had comin the fuck jungle bunnies,1.0,0.0,1.0,0.0,1.0,1,0.0
46,18753.0,317d6c3306b1a0c2,fuck you dirty indian shyt head indian,1.0,0.0,1.0,0.0,1.0,1,0.0
47,68354.0,b6dc4a0b62136ef6,that you are a homosexual who is very gay,1.0,0.0,0.0,0.0,0.0,1,0.0
48,58872.0,9dabc9d044b2541d,you are a queer fag,1.0,0.0,1.0,0.0,1.0,1,0.0
49,9181.0,18736dafe129bfe4,jimbo wales is a gay little fucker,1.0,0.0,1.0,0.0,1.0,1,0.0
50,91226.0,f400301f4df02453,yeah thats a really good way to get a life fucking fag,1.0,0.0,1.0,0.0,1.0,1,0.0
51,29354.0,4ddeff4d162f8358,faggot  dude you are a fucking faggot you made the right choice coming to america but your still a pussy geeky ass brit so fuck you nigga i do not give a fuck what you think i ll do what i want when i want where i want and you ca not do shit about it bitch i ll change my ip go fuck yourself kid get laid jesus christ have some laughs in your life fucking loser sincerly the dragon,1.0,1.0,1.0,0.0,1.0,1,0.0
52,145498.0,1da36a612d33559c,your very deeply offended man you sound like a blow jobbin old lady in fact you are a homosexual blow jobbin old lady,1.0,0.0,1.0,0.0,1.0,1,0.0
53,95660.0,ffd72749e78d65e7,wtf why the fuck do you think that i vandalized the nigger oklahoma city bombing and prohibition pages i have not even been on any of those pages thank you douschebag for getting my editing privilages revoked you are a prick,1.0,0.0,1.0,0.0,1.0,1,0.0
54,82343.0,dc4b60abf3e89659,hey fucker hey fucker your links have gay porn sites in them you sick motherfucker,1.0,0.0,1.0,0.0,1.0,1,0.0
